School_ID,Region,School_Type,Student_Count,Teacher_Count,Term_1_Avg,Term_2_Avg,STEM_Subject_Rate,Literacy_Rate,Failure_Risk_Index,Average_Attendance,Library_Usage_Hours,Extracurricular_Participation,LMS_Login_Frequency,Internet_Speed_Mbps,Smart_Classroom_Ratio,Lab_Equipment_Quality_Score,Teacher_Turnover_Rate,Teacher_PhD_Ratio,Professional_Development_Hours_Per_Year,Budget_Per_Student,Budget_Allocation_IT,Budget_Allocation_Scholarships,Regional_Economic_Index,Student_Wellbeing_Score,Teacher_Burnout_Index,Overall_School_Quality_Score,Teacher_to_Student_Ratio,Budget_Efficiency_Score
SCH_0349,الشرق,خاصة,575,145,57.89,34.51,28.04,37.31,24.49,83.18,4.8,35.79,0.0,27.32,0.32,7,17.42,0.09,6.37,6003.26,0.11,0.06,0.96,4.43,2.86,40.44,0.25,6.74
SCH_0350,الغرب,حكومية,942,166,71.81,60.54,94.95,57.47,11.69,95.84,19.91,72.67,3.82,35.12,0.35,7,6.53,0.33,42.05,5274.45,0.12,0.13,0.81,1.1,1.0,62.53,0.18,11.86
SCH_0351,الشمال,حكومية,1166,155,85.86,82.15,83.35,87.64,11.56,84.0,15.43,53.39,9.84,60.24,0.45,4,8.02,0.25,37.85,10916.42,0.14,0.09,0.7,8.17,1.25,69.61,0.13,6.38
SCH_0352,الشرق,حكومية,507,144,11.11,21.87,24.28,38.03,52.75,82.41,1.91,18.15,0.0,10.0,0.35,3,31.94,0.11,8.93,5212.58,0.02,0.01,0.41,1.53,2.88,25.49,0.28,4.89
SCH_0353,الجنوب,حكومية,2338,126,17.77,0.0,4.74,31.53,37.79,78.02,3.46,40.7,15.61,32.43,0.35,9,25.64,0.03,33.51,3199.65,0.01,0.03,0.4,1.96,6.18,33.58,0.05,10.5
SCH_0354,الجنوب,حكومية,1001,141,54.01,65.39,86.94,69.53,20.52,86.3,0.46,70.7,14.1,94.45,0.11,7,13.59,0.13,36.37,3854.26,0.08,0.06,0.65,5.72,2.69,58.1,0.14,15.07
SCH_0355,الجنوب,حكومية,309,35,20.4,26.18,8.26,34.37,40.27,98.84,1.7,29.43,11.49,89.76,0.55,2,0.0,0.08,33.9,6383.03,0.01,0.03,0.81,3.02,3.0,43.99,0.11,6.89
SCH_0356,الغرب,حكومية,1864,161,42.33,33.29,22.11,53.14,0.0,92.62,5.68,46.37,6.44,42.48,0.51,1,17.53,0.15,20.87,11233.34,0.08,0.05,0.83,2.38,4.84,44.58,0.09,3.97
SCH_0357,الجنوب,حكومية,539,103,44.11,64.71,40.24,60.01,0.94,85.21,2.43,49.24,7.39,57.21,0.23,2,30.16,0.0,41.78,4346.87,0.07,0.02,0.46,5.11,3.12,45.8,0.19,10.54
SCH_0358,المركز,حكومية,1788,61,27.42,42.55,35.77,42.75,11.29,98.01,3.61,40.22,12.78,68.09,0.04,3,0.0,0.09,10.0,5616.27,0.01,0.04,0.37,1.0,4.09,43.48,0.03,7.74
SCH_0359,الشمال,خاصة,1178,164,64.71,100.0,60.37,96.47,7.01,92.68,5.81,38.39,13.38,61.31,0.67,5,13.2,0.46,30.02,10455.26,0.19,0.03,0.57,5.08,1.0,67.83,0.14,6.49
SCH_0360,الغرب,حكومية,2115,175,69.06,79.55,81.17,75.41,0.0,92.77,1.17,91.97,13.12,43.54,0.5,3,6.65,0.14,36.47,5152.94,0.13,0.05,0.94,5.67,1.84,61.78,0.08,11.99
SCH_0361,الجنوب,خاصة,367,174,55.03,50.09,54.08,49.11,9.78,100.0,7.91,53.27,4.41,118.19,0.5,10,1.57,0.0,64.05,6222.03,0.12,0.06,0.68,4.09,3.06,62.23,0.47,10.0
SCH_0362,الشمال,مجتمعية,756,99,22.11,32.46,67.1,59.23,6.45,86.86,2.08,51.43,2.33,40.65,0.39,9,21.5,0.12,45.59,4502.83,0.04,0.01,0.52,1.0,5.9,44.82,0.13,9.95
SCH_0363,الشرق,حكومية,1104,181,64.69,56.76,74.28,84.09,25.23,98.75,0.93,36.11,10.93,70.7,0.63,10,26.05,0.09,55.41,9461.71,0.1,0.09,0.53,6.65,1.0,62.17,0.16,6.57
SCH_0364,الجنوب,حكومية,304,142,7.38,0.0,44.96,34.66,52.0,92.67,4.56,3.59,3.23,10.0,0.23,4,30.47,0.0,44.0,6290.24,0.05,0.01,0.39,1.0,10.0,28.88,0.47,4.59
SCH_0365,الشمال,حكومية,2247,86,0.0,24.71,14.23,39.9,33.95,86.14,1.46,26.0,0.0,10.0,0.03,7,15.52,0.09,80.97,4933.43,0.04,0.04,0.63,1.71,5.73,32.77,0.04,6.64
SCH_0366,المركز,مجتمعية,2397,56,44.63,30.42,70.38,53.95,0.0,79.18,5.0,6.71,9.82,110.12,0.2,4,2.19,0.05,36.67,5061.69,0.16,0.01,0.85,4.59,1.0,52.12,0.02,10.3
SCH_0367,الشرق,مجتمعية,345,23,57.98,58.73,13.29,55.8,21.93,90.0,2.76,21.2,1.25,62.91,0.37,3,14.19,0.05,56.01,5546.02,0.06,0.04,0.98,3.96,1.37,47.94,0.07,8.64
SCH_0368,المركز,حكومية,1073,39,45.49,63.91,100.0,66.09,23.66,100.0,1.86,35.53,9.45,61.68,0.83,10,18.1,0.21,53.95,6116.84,0.07,0.08,0.65,7.34,5.09,61.99,0.04,10.13
SCH_0369,الشمال,حكومية,498,16,32.09,58.71,66.6,51.73,36.8,96.63,5.85,15.0,0.42,92.53,0.27,1,8.45,0.0,50.16,4595.9,0.11,0.12,0.42,3.95,5.44,50.09,0.03,10.9
SCH_0370,المركز,خاصة,1936,33,30.7,18.41,29.64,37.99,58.52,100.0,2.69,30.58,11.98,10.0,0.29,9,13.2,0.0,57.28,5285.71,0.01,0.04,0.78,3.7,3.9,41.98,0.02,7.94
SCH_0371,الشمال,حكومية,845,34,87.05,81.41,72.53,98.34,27.92,88.85,2.14,60.68,10.1,65.27,0.65,1,33.79,0.33,37.02,9589.2,0.16,0.02,0.83,6.1,1.64,61.72,0.04,6.44
SCH_0372,الشمال,خاصة,837,84,68.12,60.46,36.03,29.17,31.99,95.33,0.37,61.25,2.68,109.22,0.16,1,25.54,0.0,24.81,6848.32,0.01,0.07,0.35,4.5,1.21,45.68,0.1,6.67
SCH_0373,المركز,مجتمعية,2486,31,51.44,28.65,78.36,35.69,24.94,81.11,7.33,10.83,0.5,40.06,0.41,1,26.11,0.0,37.26,5892.5,0.09,0.03,0.9,6.11,6.15,41.98,0.01,7.12
SCH_0374,الشمال,حكومية,983,138,100.0,76.62,100.0,100.0,0.0,95.61,0.17,76.64,7.28,88.23,0.54,5,0.0,0.0,44.24,9409.52,0.1,0.09,0.88,7.47,1.0,72.4,0.14,7.69
SCH_0375,الجنوب,حكومية,1096,103,22.63,28.11,8.56,33.71,61.62,95.59,5.02,0.0,4.8,52.8,0.35,7,13.57,0.0,30.01,4057.02,0.05,0.03,0.63,2.96,6.64,36.9,0.09,9.09
SCH_0376,الشمال,حكومية,570,108,32.69,28.43,18.19,40.67,31.01,96.55,1.47,0.03,11.46,80.43,0.07,7,15.0,0.19,56.33,3413.5,0.11,0.01,0.69,6.35,6.13,44.52,0.19,13.04
SCH_0377,الغرب,حكومية,686,98,65.85,52.57,79.99,78.19,31.42,91.43,3.76,56.61,12.93,17.03,0.8,10,0.97,0.19,29.65,7245.35,0.09,0.06,0.8,7.2,2.73,61.9,0.14,8.54
SCH_0378,الشمال,حكومية,2237,145,39.67,63.09,57.73,54.81,20.67,86.95,8.24,46.18,13.13,53.79,0.18,1,30.77,0.48,27.72,4699.61,0.01,0.03,0.77,2.51,5.48,47.67,0.06,10.14
SCH_0379,الغرب,خاصة,2412,101,39.83,21.07,48.3,34.92,14.3,80.46,0.5,38.38,13.87,86.85,0.31,6,30.56,0.27,32.87,2697.62,0.01,0.07,0.31,4.81,7.64,42.42,0.04,15.72
SCH_0380,الشمال,مجتمعية,1560,65,32.2,69.56,44.71,26.67,20.8,87.83,2.84,10.78,11.75,27.1,0.28,9,8.07,0.0,30.49,6988.6,0.03,0.07,0.39,4.21,3.75,46.98,0.04,6.72
SCH_0381,الشمال,مجتمعية,391,96,43.08,31.04,30.09,23.01,27.42,78.13,4.46,30.54,2.9,24.91,0.0,6,33.82,0.0,2.11,4302.08,0.01,0.01,0.41,5.12,3.48,30.59,0.25,7.11
SCH_0382,المركز,حكومية,929,168,71.7,56.69,100.0,74.28,16.12,89.61,5.96,70.75,11.87,74.37,0.61,4,6.58,0.63,33.35,8600.99,0.17,0.11,0.83,7.02,1.46,68.91,0.18,8.01
SCH_0383,الجنوب,خاصة,2461,198,8.88,14.47,40.98,13.55,36.23,71.09,1.61,23.37,0.0,26.24,0.0,10,49.54,0.18,31.93,5074.14,0.01,0.02,0.61,1.0,4.19,26.27,0.08,5.18
SCH_0384,الجنوب,خاصة,1156,22,56.19,59.08,70.27,70.85,21.64,80.2,3.65,58.54,11.81,14.64,0.45,9,12.08,0.26,58.8,5122.3,0.03,0.01,0.68,5.47,1.02,57.08,0.02,11.14
SCH_0385,الشرق,حكومية,580,179,36.23,40.58,59.78,39.76,47.47,95.86,4.55,51.61,6.8,10.0,0.08,3,20.67,0.13,14.8,6011.08,0.13,0.04,0.84,3.74,4.46,39.64,0.31,6.59
SCH_0386,المركز,حكومية,997,135,63.22,44.42,60.68,59.24,0.0,96.53,6.77,66.11,16.37,62.42,0.28,10,25.01,0.21,19.4,3295.9,0.05,0.09,0.54,5.06,2.31,55.52,0.14,16.85
SCH_0387,المركز,حكومية,438,169,56.95,64.54,35.64,69.02,0.0,88.99,5.58,52.53,5.74,98.01,0.32,4,22.02,0.0,39.36,10477.69,0.11,0.03,0.82,4.73,2.87,55.78,0.39,5.32
SCH_0388,الجنوب,مجتمعية,1305,187,2.13,0.0,6.37,26.37,55.71,88.11,1.21,30.74,6.47,16.61,0.27,4,23.62,0.1,0.0,2099.42,0.01,0.07,0.61,1.57,1.46,22.85,0.14,10.88
SCH_0389,المركز,حكومية,1586,18,27.61,59.0,78.64,62.92,0.19,92.16,21.01,64.57,3.34,37.4,0.4,4,9.66,0.18,30.04,5870.41,0.01,0.01,0.56,7.98,2.47,54.23,0.01,9.24
SCH_0390,الجنوب,خاصة,2449,100,17.8,34.49,40.5,16.23,36.78,90.19,1.4,19.83,1.7,10.02,0.05,6,26.38,0.0,0.0,6728.85,0.01,0.01,0.53,2.16,7.16,27.27,0.04,4.05
SCH_0391,المركز,حكومية,1727,142,13.4,0.0,41.19,5.38,49.07,89.84,0.06,40.07,0.0,68.04,0.05,7,11.81,0.0,46.57,3938.58,0.01,0.01,0.98,1.0,2.56,33.97,0.08,8.62
SCH_0392,الشمال,خاصة,1867,124,40.43,60.26,73.28,70.92,15.93,80.94,1.8,70.58,16.73,46.43,0.46,9,9.93,0.43,28.37,5250.67,0.14,0.11,0.84,4.75,2.05,58.51,0.07,11.14
SCH_0393,الجنوب,حكومية,236,113,44.65,29.93,64.88,47.13,27.38,69.76,0.45,21.79,11.72,60.16,0.3,3,3.14,0.11,57.71,7439.6,0.08,0.03,0.31,5.56,1.0,49.15,0.48,6.61
SCH_0394,الجنوب,حكومية,2196,51,79.16,57.9,79.4,98.52,10.8,84.92,0.57,38.33,9.72,45.96,0.51,8,0.0,0.55,60.87,10020.72,0.13,0.05,0.97,4.97,1.0,67.48,0.02,6.73
SCH_0395,الغرب,حكومية,1625,85,44.48,21.18,64.4,48.86,61.8,88.96,1.18,41.96,9.1,18.8,0.71,8,12.51,0.0,25.9,5371.6,0.01,0.07,0.84,1.19,4.5,43.01,0.05,8.01
SCH_0396,المركز,حكومية,1690,47,43.55,22.13,35.75,45.87,56.79,96.67,0.18,8.25,6.17,65.2,0.35,1,27.66,0.04,15.87,4739.27,0.12,0.06,0.4,1.0,2.99,34.83,0.03,7.35
SCH_0397,المركز,خاصة,1424,45,65.34,41.98,24.48,55.81,16.79,91.44,3.93,38.16,3.78,94.65,0.66,5,22.85,0.0,30.78,5322.36,0.08,0.07,0.35,1.0,6.91,47.99,0.03,9.02
SCH_0398,الجنوب,حكومية,2222,197,59.61,57.58,57.63,42.89,45.59,93.31,0.25,32.12,6.67,67.01,0.23,10,14.1,0.0,30.53,5409.84,0.05,0.03,0.52,1.0,4.44,48.44,0.09,8.95
SCH_0399,الشمال,حكومية,1032,139,39.1,14.1,62.44,23.09,39.11,81.52,0.71,55.57,3.33,10.0,0.21,5,33.23,0.0,36.27,1799.98,0.11,0.04,0.74,1.0,4.84,32.27,0.13,17.93
SCH_0400,الشمال,حكومية,796,26,22.07,27.75,72.82,35.77,38.04,86.77,0.26,28.77,8.4,10.74,0.04,8,13.48,0.12,15.35,4270.7,0.1,0.01,0.73,4.64,2.45,37.8,0.03,8.85
SCH_0401,الشمال,حكومية,899,25,67.58,68.5,70.49,79.2,3.78,92.04,0.26,71.73,8.73,72.38,0.45,8,0.0,0.24,50.76,11132.55,0.16,0.12,0.49,5.12,1.32,67.49,0.03,6.06
SCH_0402,المركز,حكومية,1846,102,65.36,85.8,39.77,69.08,26.41,85.03,1.19,38.79,21.06,62.51,0.3,2,0.0,0.08,42.2,5458.77,0.08,0.1,0.61,4.13,1.0,57.98,0.06,10.62
SCH_0403,الغرب,حكومية,2218,86,72.52,85.11,69.98,84.6,7.14,84.1,3.65,91.83,11.09,18.96,0.37,3,0.0,0.0,37.86,7191.28,0.06,0.11,0.45,3.24,1.0,60.69,0.04,8.44
SCH_0404,الجنوب,مجتمعية,640,46,53.77,60.58,48.43,38.45,18.73,88.3,11.82,58.79,8.24,12.23,0.0,2,20.38,0.38,24.66,4213.24,0.13,0.07,0.34,3.81,4.26,46.77,0.07,11.1
SCH_0405,الشرق,حكومية,2060,71,51.26,85.35,77.83,90.1,1.06,97.78,8.85,68.44,13.87,50.81,0.74,1,0.0,0.18,39.69,9464.83,0.04,0.09,0.66,2.51,3.24,66.6,0.03,7.04
SCH_0406,الغرب,خاصة,1840,180,42.71,27.63,50.91,60.51,44.25,81.91,6.77,0.0,10.41,39.47,0.17,2,19.24,0.0,20.19,8310.95,0.16,0.01,0.54,2.58,4.31,40.68,0.1,4.89
SCH_0407,الشرق,مجتمعية,1729,100,53.08,37.34,53.19,39.39,15.52,87.93,0.65,60.32,7.28,10.0,0.57,10,29.98,0.18,34.66,8575.75,0.07,0.06,0.68,7.8,1.59,48.76,0.06,5.69
SCH_0408,الغرب,حكومية,1294,33,72.23,96.33,95.12,100.0,0.0,100.0,1.35,99.13,14.47,97.59,0.46,6,0.0,0.27,45.16,6074.55,0.07,0.08,0.96,7.69,1.89,75.19,0.03,12.38
SCH_0409,الشمال,حكومية,767,130,68.56,39.23,73.94,88.31,26.67,87.84,0.33,56.22,11.41,67.21,0.55,1,12.29,0.16,44.92,8899.23,0.04,0.11,0.4,5.18,1.0,57.49,0.17,6.46
SCH_0410,المركز,حكومية,435,198,52.66,59.1,24.83,64.84,13.17,91.99,6.15,56.1,6.51,38.04,0.43,6,13.06,0.23,67.29,10720.96,0.04,0.09,0.3,6.94,4.49,56.61,0.46,5.28
SCH_0411,الشرق,مجتمعية,1504,28,1.66,0.45,24.96,18.51,38.03,86.2,0.19,6.0,0.0,26.22,0.21,1,11.29,0.0,24.14,5448.22,0.04,0.04,0.35,1.0,2.18,25.4,0.02,4.66
SCH_0412,الغرب,مجتمعية,1385,47,59.42,59.77,57.99,47.93,37.36,89.12,3.0,12.37,11.93,13.06,0.14,2,24.48,0.28,51.95,7894.83,0.08,0.01,0.62,2.9,1.0,47.64,0.03,6.03
SCH_0413,المركز,حكومية,1232,24,62.76,67.38,84.71,80.42,32.85,100.0,1.2,47.72,18.64,72.14,0.68,8,3.7,0.07,45.56,7216.04,0.05,0.07,0.79,9.3,1.81,67.07,0.02,9.3
SCH_0414,الشرق,خاصة,2307,94,37.39,73.44,56.82,74.94,0.0,93.85,1.09,84.43,1.45,10.03,0.31,6,5.15,0.1,35.64,7923.53,0.08,0.05,0.71,2.84,2.57,52.52,0.04,6.63
SCH_0415,الجنوب,حكومية,2040,78,51.99,67.03,73.13,62.32,13.74,79.3,19.0,76.51,3.13,19.02,0.6,9,28.95,0.3,38.81,10278.96,0.03,0.08,0.65,4.78,1.73,57.93,0.04,5.64
SCH_0416,الغرب,مجتمعية,424,82,64.45,55.75,90.07,90.7,0.0,100.0,6.18,47.7,4.62,65.32,0.18,1,10.49,0.42,42.8,9182.63,0.15,0.07,0.55,6.93,1.0,62.95,0.19,6.86
SCH_0417,الجنوب,مجتمعية,2042,106,35.78,1.67,20.96,32.97,32.12,89.61,4.94,7.76,7.5,10.0,0.0,5,28.21,0.31,31.45,2194.92,0.03,0.02,0.52,1.0,6.82,30.68,0.05,13.98
SCH_0418,الشمال,حكومية,781,139,42.31,39.53,53.14,50.12,30.09,85.97,2.71,74.4,10.24,51.15,0.31,7,28.64,0.28,17.5,4861.5,0.04,0.05,0.56,4.47,1.0,46.1,0.18,9.48
SCH_0419,الجنوب,حكومية,368,185,67.66,69.17,82.14,93.35,4.31,100.0,9.06,44.19,7.23,80.18,0.45,9,0.0,0.19,22.24,11070.05,0.06,0.07,0.73,5.85,1.0,68.57,0.5,6.19
SCH_0420,الجنوب,حكومية,1665,94,52.27,53.09,64.22,54.91,4.08,84.88,3.97,34.56,20.19,124.09,0.46,9,22.23,0.0,48.14,7925.22,0.08,0.06,0.42,6.21,2.12,60.06,0.06,7.58
SCH_0421,الغرب,حكومية,213,73,28.4,22.79,0.0,8.37,29.5,99.6,6.61,0.0,0.0,10.0,0.09,4,17.8,0.24,36.09,3848.29,0.01,0.01,0.84,1.87,2.95,32.19,0.34,8.37
SCH_0422,الشمال,خاصة,2411,194,26.15,23.49,0.0,16.84,54.87,86.96,0.78,0.0,8.99,10.0,0.44,4,16.53,0.24,34.82,2739.29,0.03,0.01,0.7,1.0,7.72,30.37,0.08,11.09
SCH_0423,الجنوب,حكومية,1643,111,27.09,70.83,21.04,62.86,51.09,97.43,3.0,24.34,10.62,10.0,0.37,4,11.31,0.03,35.48,8447.77,0.07,0.06,0.49,6.93,1.01,47.19,0.07,5.59
SCH_0424,المركز,حكومية,2070,33,74.33,52.13,61.2,62.59,0.0,100.0,4.34,35.05,3.74,20.99,0.25,3,4.56,0.31,48.57,10306.06,0.12,0.02,0.65,3.22,5.7,56.1,0.02,5.44
SCH_0425,الشرق,حكومية,1743,163,31.77,23.36,58.41,40.53,28.6,89.74,1.49,8.33,2.86,134.51,0.12,8,24.98,0.05,40.59,7834.6,0.03,0.07,0.97,5.34,6.09,44.12,0.09,5.63
SCH_0426,الجنوب,مجتمعية,1889,36,57.87,52.15,43.51,41.14,38.04,88.81,7.15,63.26,2.52,44.77,0.52,5,16.2,0.36,45.58,9096.48,0.01,0.08,0.31,6.02,5.72,53.96,0.02,5.93
SCH_0427,الشمال,حكومية,1771,23,26.58,20.62,46.0,20.39,35.0,79.37,11.2,0.0,0.0,62.29,0.0,7,12.83,0.01,15.82,4314.78,0.09,0.02,0.44,5.86,8.03,36.89,0.01,8.55
SCH_0428,الجنوب,حكومية,1251,23,68.56,42.86,63.74,43.02,7.91,89.11,2.4,37.78,6.35,80.99,0.42,10,19.05,0.45,18.78,5554.05,0.03,0.14,0.61,4.41,3.12,54.14,0.02,9.75
SCH_0429,الشرق,حكومية,1931,41,0.0,7.93,13.76,7.85,37.35,77.81,1.15,0.0,0.0,10.0,0.0,6,19.51,0.15,17.46,3454.45,0.01,0.05,0.75,1.0,3.32,22.12,0.02,6.4
SCH_0430,الشمال,مجتمعية,645,31,62.39,91.01,77.7,93.46,21.42,90.13,2.55,48.78,9.06,12.43,0.62,9,5.16,0.47,39.61,7712.67,0.1,0.04,0.45,9.45,1.82,66.11,0.05,8.57
SCH_0431,الغرب,خاصة,915,186,72.82,65.13,59.49,56.01,18.11,100.0,6.97,25.19,17.85,73.84,0.24,3,11.84,0.09,32.74,9682.0,0.1,0.08,0.95,3.7,1.59,59.34,0.2,6.13
SCH_0432,الشمال,حكومية,1018,59,26.16,74.19,59.21,71.91,18.25,92.16,4.0,51.16,12.79,10.0,0.48,6,14.12,0.25,10.47,9675.52,0.07,0.06,0.75,3.34,1.0,51.31,0.06,5.3
SCH_0433,الغرب,حكومية,2351,22,11.6,36.41,20.11,19.09,43.57,81.8,0.11,16.26,0.0,41.62,0.08,3,25.83,0.0,49.51,4937.13,0.01,0.01,0.91,1.0,5.56,29.91,0.01,6.06
SCH_0434,الشمال,حكومية,625,160,33.69,53.13,68.52,32.64,22.34,87.28,2.49,59.72,2.75,36.08,0.0,2,11.47,0.25,27.77,2909.02,0.04,0.01,0.53,1.2,3.0,41.39,0.26,14.23
SCH_0435,الشرق,حكومية,1324,139,93.99,66.75,93.17,87.74,20.39,90.08,0.08,55.2,10.55,102.2,0.63,3,12.54,0.39,47.71,5484.18,0.2,0.11,0.88,7.75,1.0,68.66,0.1,12.52
SCH_0436,الشرق,حكومية,1764,137,61.1,58.36,49.41,55.8,20.31,97.89,5.05,68.4,17.11,54.15,0.13,2,11.51,0.49,52.18,6634.34,0.07,0.03,0.56,2.39,2.81,57.68,0.08,8.69
SCH_0437,الشمال,مجتمعية,1049,47,82.14,86.39,53.63,82.58,0.0,91.4,1.65,40.81,5.24,81.89,0.59,2,0.65,0.29,6.18,9743.2,0.06,0.07,0.48,5.12,2.83,60.43,0.04,6.2
SCH_0438,الجنوب,حكومية,1745,15,54.08,60.25,78.79,35.57,58.21,100.0,2.24,35.61,7.56,53.6,0.1,10,0.0,0.26,27.46,6373.6,0.03,0.02,0.94,5.97,4.88,53.94,0.01,8.46
SCH_0439,الشرق,خاصة,1329,20,33.65,30.11,4.9,42.29,32.31,85.78,4.79,61.73,7.28,41.49,0.25,7,26.57,0.03,24.11,9142.99,0.04,0.01,0.36,3.89,1.0,40.78,0.02,4.46
SCH_0440,الغرب,حكومية,1902,55,88.75,100.0,59.77,97.77,0.0,92.38,0.23,100.0,20.16,95.27,0.57,10,1.65,0.36,43.12,7407.44,0.15,0.09,0.96,7.54,1.0,78.28,0.03,10.57
SCH_0441,الغرب,خاصة,2201,197,66.92,63.47,71.2,64.9,36.94,84.2,0.68,84.73,7.9,22.47,0.26,3,11.17,0.13,36.53,5047.12,0.12,0.08,0.62,5.44,1.89,52.49,0.09,10.4
SCH_0442,المركز,خاصة,476,19,100.0,72.6,69.65,100.0,25.14,90.66,2.34,65.34,8.28,75.45,0.8,8,13.64,0.28,67.89,7780.26,0.14,0.01,0.99,7.01,1.0,70.53,0.04,9.07
SCH_0443,الغرب,حكومية,2006,94,14.43,15.94,48.67,44.81,43.41,73.82,0.73,31.81,5.48,91.98,0.17,2,13.5,0.11,38.17,3477.63,0.01,0.03,0.68,1.29,4.15,37.02,0.05,10.64
SCH_0444,المركز,حكومية,2435,32,11.99,28.57,0.0,17.81,50.47,69.76,1.05,28.07,9.28,27.44,0.02,7,6.75,0.0,39.78,5313.77,0.01,0.01,0.83,1.44,5.21,32.42,0.01,6.1
SCH_0445,الشمال,حكومية,2139,191,63.51,51.05,83.88,82.89,50.08,96.46,24.84,58.62,8.33,98.91,0.45,3,9.54,0.2,40.1,6681.31,0.13,0.11,0.3,6.15,3.16,63.68,0.09,9.53
SCH_0446,الشمال,حكومية,2352,96,70.21,43.02,71.61,46.3,7.96,76.56,6.38,24.0,4.08,25.7,0.04,9,14.28,0.11,15.57,3767.77,0.03,0.14,0.65,4.16,2.84,46.69,0.04,12.39
SCH_0447,الشمال,حكومية,745,79,51.19,59.15,50.21,53.94,28.08,93.03,7.4,42.97,7.73,17.83,0.78,7,10.41,0.09,3.16,8132.32,0.05,0.04,0.82,4.67,1.37,50.85,0.11,6.25
SCH_0448,الجنوب,حكومية,309,97,80.98,68.24,24.24,67.44,46.43,87.62,11.03,42.87,1.82,30.13,0.18,9,23.18,0.36,16.93,4116.3,0.13,0.01,0.85,3.63,6.05,50.17,0.31,12.19
SCH_0449,الجنوب,مجتمعية,744,196,57.85,51.0,7.87,49.39,61.55,96.75,1.36,14.5,5.26,10.0,0.36,2,0.0,0.15,38.1,3821.26,0.11,0.05,0.41,2.18,5.12,42.01,0.26,10.99
SCH_0450,المركز,حكومية,942,150,39.17,11.86,35.09,30.36,29.36,74.24,1.03,18.01,10.43,10.0,0.19,6,28.63,0.14,29.56,1875.18,0.04,0.02,0.59,1.0,5.29,31.15,0.16,16.61
SCH_0451,الغرب,خاصة,1489,145,9.84,34.04,21.14,14.97,67.25,92.37,0.74,26.94,8.24,32.79,0.39,5,26.46,0.0,24.59,5220.08,0.02,0.08,0.59,1.0,6.46,30.92,0.1,5.92
SCH_0452,الغرب,حكومية,2075,39,78.56,43.74,68.19,50.13,35.22,93.02,6.4,62.94,7.33,42.97,0.36,2,16.16,0.22,30.56,7127.04,0.01,0.1,0.37,6.87,3.27,53.51,0.02,7.51
SCH_0453,الشمال,خاصة,1288,83,48.93,12.49,26.38,14.08,58.56,90.67,3.22,17.11,12.46,54.01,0.04,4,0.0,0.16,58.5,8774.78,0.07,0.05,0.61,3.67,6.91,44.07,0.06,5.02
SCH_0454,الشرق,حكومية,532,197,79.8,71.26,75.74,73.66,22.12,100.0,1.18,61.5,21.38,69.53,0.1,4,18.13,0.18,31.31,10346.79,0.18,0.06,0.86,4.15,1.38,61.61,0.37,5.95
SCH_0455,الجنوب,خاصة,1736,182,45.58,86.74,17.78,77.74,21.43,92.19,1.89,69.13,13.27,10.0,0.04,8,0.0,0.51,53.81,10524.95,0.23,0.09,0.51,6.18,2.02,61.34,0.1,5.83
SCH_0456,الجنوب,حكومية,1356,96,47.07,65.02,86.93,75.02,47.9,72.47,2.91,57.8,3.23,83.79,0.38,7,2.3,0.0,41.17,8510.95,0.13,0.08,0.6,4.86,3.04,58.2,0.07,6.84
SCH_0457,الشمال,حكومية,791,192,85.26,100.0,68.46,91.9,1.35,96.74,3.34,72.79,2.82,20.53,0.76,5,2.93,0.36,43.52,6747.17,0.12,0.09,0.97,5.15,4.27,67.28,0.24,9.97
SCH_0458,الجنوب,حكومية,982,131,50.43,30.03,53.0,85.21,48.05,93.65,8.41,50.33,16.06,67.39,0.03,9,13.83,0.29,55.94,7523.46,0.05,0.01,0.32,1.91,5.37,56.8,0.13,7.55
SCH_0459,الشمال,حكومية,739,109,10.95,13.51,15.31,37.42,62.56,86.71,1.49,33.42,6.73,13.56,0.59,1,22.22,0.19,52.95,6754.18,0.01,0.07,0.71,4.88,4.98,34.85,0.15,5.16
SCH_0460,المركز,حكومية,1758,47,0.0,42.09,0.0,30.79,59.33,80.49,6.38,0.0,11.51,29.2,0.35,4,28.37,0.09,23.07,5963.38,0.04,0.03,0.82,1.0,5.7,31.02,0.03,5.2
SCH_0461,الغرب,حكومية,1719,125,44.42,75.11,80.92,56.9,23.19,87.26,2.06,43.63,1.03,10.0,0.04,5,20.29,0.24,47.43,5658.35,0.19,0.05,0.83,4.01,4.3,49.05,0.07,8.67
SCH_0462,الشرق,حكومية,818,160,26.77,10.9,39.76,53.86,41.74,99.05,3.73,47.64,2.77,47.2,0.0,8,21.57,0.2,32.61,5647.09,0.1,0.01,0.8,1.0,6.54,39.64,0.2,7.02
SCH_0463,الغرب,خاصة,2033,139,49.7,29.65,44.86,1.3,16.57,80.5,7.61,26.28,9.44,29.75,0.0,3,22.0,0.0,28.7,3137.28,0.1,0.01,0.81,3.84,6.88,36.58,0.07,11.66
SCH_0464,الغرب,حكومية,1191,199,29.08,32.5,17.48,16.82,32.3,73.26,6.32,0.78,0.0,11.49,0.19,5,8.64,0.11,29.61,2440.4,0.05,0.03,0.34,1.08,4.22,32.59,0.17,13.36
